,X,Season_playerid,PA,X1B,X2B,HR,R,RBI,BB,IBB,SO,GDP,SB,CS,AVG,BB.,K.,BB.K,OBP,SLG,ISO,BABIP,wRC,WAR,Spd,wRC.,WPA,SAC 
4516,4516,1979 _ 1008174,-0.320242843,-0.465221125,1.207064575,0.269718139,0.034393681,0.1773119,-0.748738974,-0.437985316,-0.150571022,-0.288658392,-0.717334138,0.193255601,-0.175105587,6.60%,14.70%,-0.665964945,-0.695461163,0.217130164,0.352558442,-0.289279431,-0.260839116,-1.239461578,-0.66370058,-0.410435943,-0.70625947,-0.848179031
4517,4517,1981 _ 1003451,-3.260811827,-0.547995423,-0.556185786,-0.225597764,0.0016743,-0.243096401,0.940723953,-0.73095239,0.815547474,-1.160462809,-0.752800423,0.790407471,-1.008988268,12.40%,9.50%,1.102707,0.126425774,-0.779509686,-0.499054408,-1.390030582,-1.502749069,-0.763281997,-1.274813095,0.304991753,-0.6231849,-0.686718866
4518,4518,2018 _ 10762,-0.967449413,0.459939673,1.793357546,-0.221752339,-0.211372017,-0.452942583,-1.503773094,-0.163374294,-0.211431445,-0.745561306,-0.172021355,0.374987689,0.840055938,3.90%,15.00%,-1.056718049,-0.448895082,0.499960392,0.240081273,1.102847024,-0.303663598,-0.096630584,0.802969457,0.14600782,-0.696485992,-0.767932807
4519,4519,1990 _ 335,1.11486738,1.712672114,-0.651348713,-1.044932914,-0.09111016,-0.585237509,-0.566747056,-0.529712979,1.234516106,-0.061698998,1.19860413,0.131679707,0.876311707,7.20%,7.20%,0.465162462,0.318199393,-0.550551883,-1.061440252,0.584846482,0.295879138,1.189054284,1.291859469,-0.171960044,0.5545193,0.396004398
4520,4520,2014 _ 8252,1.494749497,0.137224325,-0.292542563,0.00332448,0.954059649,-0.416314493,-0.523762977,-0.549569778,-0.831735692,0.201430071,-0.013823653,-0.029107898,0.006173257,7.30%,18.40%,-0.768794709,-0.394102619,0.109385315,0.127604104,0.617221516,0.510001544,0.522402871,1.291859469,0.424229702,1.517206966,-1.207692242
4521,4521,2004 _ 1070,-0.55942788,-2.547144398,0.7561096,1.469413316,0.34603206,0.42930047,0.281539662,-0.629774284,-2.142449132,1.335301938,0.967034143,-0.341697715,-1.661592106,10.10%,25.40%,-0.768794709,-0.750253625,0.567300922,1.396989295,-1.260530446,-0.260839116,0.427166954,0.619635703,-0.25145201,-0.999463836,-0.82005312
4522,4522,1977 _ 1009893,-0.573497588,-1.166941983,-0.740852897,0.123170578,1.029511688,0.534098494,1.005068077,0.003042291,-0.336686463,-0.161416269,1.054448704,-0.597491184,-0.936476731,12.70%,15.70%,0.074409358,-0.120140307,-0.052231958,0.352558442,-0.936780108,-0.346488079,-0.572810165,1.780749482,-0.092468078,0.578952997,1.100940368
4523,4523,1992 _ 1003091,-0.278033718,0.109158167,0.16602373,0.560547061,-1.002915102,0.963678561,-1.15413705,0.57429166,0.340348912,-0.274793506,-0.393829476,0.686230273,0.006173257,5.20%,12.00%,-0.707096851,-0.832442319,0.257534482,0.304353941,-0.580654736,-0.346488079,-0.096630584,-0.480366825,0.066515854,1.204455643,-0.390463525
4524,4524,2009 _ 4082,-0.643846128,1.711561445,-0.258225492,-1.119963255,-0.045660479,-0.421910174,-1.08475417,-0.837818748,0.768773796,0.461936804,0.307945623,-0.613423199,1.275125163,5.40%,9.70%,-0.439739464,0.181218237,-0.186913019,-0.788281413,1.264722193,-0.38931256,0.379548996,1.169636966,-0.25145201,-0.818654477,2.337171082
4525,4525,2001 _ 941,1.143006796,-0.669753384,0.081276113,1.003153277,1.245530828,1.26125025,-0.82567526,-0.185127911,0.154702672,-0.054487202,-0.120296999,0.134732325,-0.356384431,6.30%,13.00%,-0.604267086,-0.558480007,0.526896604,0.78639895,-1.03390521,0.467177063,0.379548996,0.558524451,-0.092468078,-0.158944655,-0.792703573
4526,4526,2013 _ 6265,-0.686055252,-0.528812426,1.287490198,-0.378698504,-1.231398617,-0.705070869,0.537257167,1.300703228,-0.61291051,0.451416771,-0.538992896,0.403890441,-0.175105587,11.00%,17.20%,-0.275211841,0.372991855,-0.186913019,-0.145554734,0.520096415,-0.38931256,0.236695122,-0.847034334,0.344737736,0.520312124,-1.047844274
4527,4527,2007 _ 3797,0.509869933,0.02534841,0.21923094,0.73273263,0.525135251,0.158379508,-0.833205676,-0.865141407,0.448689346,-0.039916256,-0.732408984,0.506511068,0.006173257,6.30%,11.40%,-0.460305416,-0.6406687,0.351811225,0.41683111,-0.645404803,0.124581214,0.474784913,-1.030368089,-0.330943976,-0.154057916,-0.723208552
4528,4528,1974 _ 1010638,-0.010709265,-0.604100102,0.042195919,0.005518002,-1.069873588,0.279305028,0.235776187,0.326262248,-1.467439662,-0.38952974,-0.330687451,0.701655318,-0.718942118,10.00%,21.80%,-0.645398992,-0.339310157,-0.294657867,-0.033077565,0.293471178,-0.260839116,0.331931038,-0.235921819,0.066515854,-0.720919689,-0.882215319
4529,4529,1995 _ 1009151,-0.728264376,0.073686253,1.46848165,-1.008176591,-0.369584689,-0.841134541,-0.439790323,-0.405694235,-0.125584725,0.005149203,-0.108111075,-0.37477073,0.223707869,7.60%,14.50%,-0.501437322,0.099029543,-0.267721655,-0.418713573,0.940971855,-0.38931256,-0.191866501,0.680746954,-0.330943976,-0.520563372,-0.554443754
4530,4530,1987 _ 1130,-0.418730799,0.948584321,1.120132894,0.191160191,-0.633749739,0.508614436,-1.832708337,-0.637127922,-1.057274126,-0.112136544,0.852233447,-1.804542598,0.840055938,2.80%,19.60%,-1.303509483,-0.613272469,0.405683649,0.111535937,1.588472531,-0.175190154,0.093841248,0.252968193,-0.092468078,-0.276226401,-0.601503169
4531,4531,1952 _ 1000335,1.396261541,0.896930944,-0.017123585,-1.561342414,0.238426199,-1.6444835,0.441768173,NA,1.774048595,1.204848299,0.196792932,-1.053850046,0.187452101,10.70%,4.30%,3.550055388,0.427784318,-1.07580802,-1.366735424,-0.095029228,0.124581214,-0.001394668,0.436301948,-0.291197993,NA,NA
4532,4532,1962 _ 1001397,0.777194386,-0.357986675,1.389507141,-0.401498129,-0.283048633,-0.444372107,-0.62252495,-0.330789029,-0.757504282,-0.151665334,-0.736687249,0.525818704,0.006173257,7.00%,18.00%,-0.789360662,-0.476291313,0.095917209,0.111535937,0.779096685,0.210230176,0.760492661,0.069634439,-0.410435943,NA,0.270564374
4533,4533,2016 _ 12916,1.157076504,1.013434579,-0.047762503,-0.365281119,0.745006444,-0.154318809,-0.239172555,-0.531996705,0.185281102,-0.751476138,0.43054723,0.13625194,0.876311707,8.30%,12.90%,-0.254645888,0.318199393,-0.025295746,-0.418713573,0.811471719,0.510001544,1.189054284,0.741858206,-0.092468078,0.0462984,1.76385163
4534,4534,1971 _ 1009773,-0.404661091,0.080469503,0.816936451,-0.219269255,-0.275690073,-0.218810384,-1.28153553,-0.637849169,0.240803894,-0.52589703,-0.55090752,0.43077555,0.187452101,4.70%,12.60%,-0.809926615,-0.805046088,0.122853421,0.063331436,-0.030279161,-0.38931256,0.093841248,0.375190696,0.185753804,NA,1.040648663
4535,4535,1998 _ 958,0.397312269,0.099982598,-1.07051875,0.392538951,-0.599739072,-0.14741803,0.423322973,-0.112334981,-1.046798782,-0.070913662,-0.281080999,0.948776906,-0.283872893,10.60%,19.50%,-0.480871369,-0.010555382,-0.106104382,-0.000941232,0.325846212,0.081756733,-0.906135872,-0.235921819,-0.37068996,-0.334867274,-1.564353736
4536,4536,2013 _ 847,0.341033436,-1.317525461,0.565079982,1.52380006,0.302127861,1.148230821,-0.982536766,-0.483965509,-2.045354383,0.296034984,0.476616991,-0.867158885,-0.791453656,5.80%,24.90%,-1.118415907,-1.215989556,0.701981983,1.188103124,-0.321654465,0.038932251,-0.144248542,0.314079445,0.14600782,0.515425385,-0.91798901
4537,4537,1993 _ 1006931,1.143006796,0.972176295,0.575743414,-0.875868604,-0.290812192,0.656548004,-0.151372749,-0.358182801,1.102950893,-0.58069077,-0.327583329,-0.073150969,0.658777094,8.60%,7.90%,0.650256037,0.26340693,-0.415870822,-0.788281413,0.293471178,0.338703619,0.28431308,-0.358144322,-0.25145201,0.246654717,-0.0044756
4538,4538,2004 _ 1266,0.692776138,-1.007171825,0.010258152,0.416434533,-0.945752154,0.427795306,1.16466947,1.673019069,0.832064447,-0.359216457,-0.735363197,0.956046967,-0.68268635,13.20%,9.40%,1.308366528,0.345595624,-0.011827639,0.288285774,-1.551905751,0.210230176,-1.287079536,-1.580369353,-0.25145201,-0.530336851,0.082701687
4539,4539,2003 _ 131,0.622427597,-0.210184638,0.954248182,0.161480515,0.387652106,0.75496033,-0.409977156,-0.135568848,0.56084313,-0.566028751,-0.515082265,1.174148794,0.187452101,7.70%,10.80%,-0.131250171,-0.229725232,0.297938801,0.272217607,-0.418779567,0.210230176,-0.477574249,0.13074569,-0.092468078,0.056071879,1.138821012
4540,4540,2006 _ 8581,0.355103144,0.519712719,-0.519063971,0.030132159,1.163396509,-0.351932031,0.070706149,-1.050402363,-0.6804212,1.063660412,-0.052413756,0.04189768,0.151196332,9.40%,17.50%,-0.480871369,0.153822005,-0.200381125,-0.306236404,0.746721652,0.081756733,-0.525192207,-0.174810568,-0.489927909,-0.320207056,0.36858126
4541,4541,1999 _ 1001464,1.086727963,0.08335188,-0.144838905,0.417358331,0.233399812,0.842025649,-0.34868568,0.168118154,-1.031355749,-0.951125682,-0.32432699,0.128609106,0.042429026,8.00%,19.40%,-0.748228756,-0.284517694,0.23059827,0.25614944,0.584846482,0.295879138,-0.858517914,0.069634439,-0.648911841,-1.629853221,-0.985117103
4542,4542,2000 _ 1106,-0.432800507,-0.205624291,-0.20211167,0.398701166,-0.405002031,0.515274309,0.084293617,-0.636404149,-0.350665945,-0.745954938,-0.797698562,0.676830792,-0.211361356,9.50%,15.80%,-0.357475652,-0.202329001,0.095917209,0.207944939,-0.19215433,-0.260839116,-0.191866501,-1.213701844,-0.450181926,-0.017229212,0.107684685
4543,4543,2006 _ 1207,-1.108146494,-0.290469198,1.092192292,-0.752244446,0.047007019,-1.872718382,0.499238924,-1.050402363,-0.901398748,1.255823404,2.458297388,-1.812136458,-0.211361356,10.90%,18.70%,-0.398607558,0.455180549,-0.510147565,-0.515122575,1.005721922,-0.474961522,0.427166954,1.047414463,-0.450181926,-0.45703576,-1.005962193
4544,4544,2014 _ 6368,1.128937088,0.314170569,-0.036903022,0.835964913,0.085839645,0.581595663,-1.835954929,-0.877093727,-1.042664301,0.468887315,-0.395969582,0.965960686,0.151196332,2.80%,19.50%,-1.303509483,-0.969423475,0.432619862,0.448967444,0.390596279,0.338703619,0.855728577,0.069634439,0.225499787,-0.163831395,-0.396567008
4545,4545,2016 _ 11200,0.988240007,-0.480622998,0.646565553,-0.082012363,0.353811733,-0.221170107,0.231998833,-1.050402363,-0.683319757,0.618406052,-0.739893937,0.540290358,-0.211361356,10.00%,17.60%,-0.419173511,0.04423708,0.015108573,0.111535937,0.325846212,0.424352581,0.236695122,-0.358144322,0.225499787,0.285748632,-0.776575397
4546,4546,1980 _ 1010237,-0.784543209,1.272426142,-0.812795028,-1.430877731,0.742983459,-1.176164957,0.2089345,-0.617448187,0.939203162,-1.328876429,0.243276644,-0.646162612,0.513754019,9.90%,8.80%,0.732519848,0.619557936,-0.860318323,-1.254258255,0.64959655,-0.474961522,-0.429956291,1.108525715,-0.211706027,-0.051436388,0.440526731
4547,4547,2007 _ 4220,1.69172541,-0.901147213,1.277551401,0.294557138,0.425268352,0.176192194,-0.205949692,-0.559281213,-0.637705626,-1.912962407,-0.618894312,0.977494653,-0.3926402,8.40%,17.30%,-0.583701133,-0.448895082,0.284470695,0.497171945,-0.127404262,0.595650506,0.760492661,0.008523187,-0.25145201,-0.144284437,-0.845925337
4548,4548,1989 _ 1012606,-0.854891749,-2.548412296,0.306802557,1.482460152,0.023271981,0.624729414,0.607684976,1.789809046,-1.025461975,1.515369654,0.079198533,0.124357373,-1.879126718,11.30%,19.40%,-0.398607558,-0.942027244,0.392215543,1.31664846,-2.361281597,-0.474961522,0.665256745,-0.052588064,0.384483719,0.021864703,-1.031648837
4549,4549,2015 _ 4616,-1.333261823,-1.843008486,0.079325552,1.001805583,0.96177706,0.887535515,0.371145198,-0.817273191,-1.302804808,-2.797249784,-0.508021923,-0.226090749,-1.335290187,10.50%,20.90%,-0.563135181,-0.476291313,0.284470695,0.931012453,-1.195780379,-0.560610484,0.28431308,-0.174810568,0.14600782,-0.716032949,-0.450671711
4550,4550,2005 _ 8581,-0.278033718,-0.071485837,-0.124114729,-0.141077714,0.006742078,0.064798716,-0.313358865,-1.050402363,-1.05860816,-0.892314189,0.335946625,-0.045647509,0.042429026,8.10%,19.60%,-0.748228756,-0.120140307,0.015108573,-0.000941232,0.908596821,-0.175190154,0.189077164,0.986303212,-0.25145201,0.158693407,2.153332336
4551,4551,1987 _ 1013021,-0.376521675,1.278788816,0.066872066,-0.93439308,0.947667315,-1.235100842,-0.535358711,-0.639284136,-0.23383173,1.359398908,2.895028152,-1.295143201,0.912567476,7.30%,15.10%,-0.604267086,0.126425774,-0.159976806,-0.59546341,1.620847565,-0.132365673,0.236695122,2.391861997,-0.291197993,0.207560801,-0.373571916
4552,4552,2005 _ 623,0.101848399,-0.615494213,2.210570853,-0.016157891,-0.436626029,-0.219757232,-0.41641571,-0.468153643,0.104787846,0.237272084,-0.880346877,0.941005461,-0.030082512,7.70%,13.30%,-0.398607558,-0.311913926,0.203662058,0.272217607,-0.095029228,-0.046716711,-0.429956291,-1.213701844,-0.171960044,-0.755126865,-1.114983976
4553,4553,1991 _ 1011481,1.480679789,1.48404555,0.78713343,-0.819452041,-0.283771526,-1.113253817,-0.968618808,-0.716041712,1.571384364,-0.140575197,1.188900398,-1.034941993,0.985079013,5.80%,5.40%,0.629690084,-0.037951613,-0.308125973,-0.80434958,0.293471178,0.467177063,0.379548996,0.436301948,-0.052722095,-0.862635132,0.316055577
4554,4554,1995 _ 1013748,-0.911170581,0.021359126,-1.078005697,-1.535927924,-0.249499728,-2.01232469,2.615135377,0.710439204,0.601809654,0.83950359,0.437870661,0.380940472,-0.610174812,18.20%,10.60%,1.945911066,1.551029798,-1.56065984,-1.591689762,-0.062654194,-0.474961522,-0.668046081,0.619635703,-1.205355604,-1.194933412,-0.023557469
4555,4555,1974 _ 1009062,-0.432800507,1.4514918,1.128663504,-0.929418184,-1.287094318,0.515274309,-1.024733258,0.19159228,0.718764461,0.512878817,-0.632401932,-0.317805213,0.985079013,5.60%,10.00%,-0.439739464,-0.092744076,-0.361998398,-0.868622248,0.876221787,-0.432137041,-0.858517914,-1.335924347,-0.211706027,-0.471695978,0.343393838
4556,4556,2001 _ 1256,-0.643846128,-0.683596091,0.652892763,0.13906743,0.482775203,0.271394727,0.520125222,-0.625235132,0.236273459,0.246470954,1.071847945,-0.358055771,-0.356384431,11.00%,12.60%,0.197805075,0.04423708,0.001640467,0.159740438,-0.677779837,-0.260839116,-1.048989746,0.619635703,-0.37068996,0.148919928,0.400625377
4557,4557,1991 _ 1005259,-1.051867662,0.531803434,-0.066031982,0.458603206,0.00619469,0.885577545,-1.217765536,0.295288227,1.161454903,1.037193825,-0.880346877,0.90472889,0.296219407,4.90%,7.60%,-0.254645888,-0.695461163,0.244066376,0.175808605,-0.742529905,-0.560610484,-1.572787285,-1.091479341,-0.052722095,0.13425971,-0.245655412
4558,4558,1953 _ 1000380,0.439521393,1.179038684,-0.816459346,-0.907307071,0.306152941,-0.901794203,-0.000440305,NA,1.776675797,-1.005477536,-0.134814683,-0.620281407,0.332475176,9.20%,4.30%,2.830247038,0.236010699,-0.779509686,-1.077508419,-0.289279431,-0.132365673,-0.049012626,-0.113699316,-0.330943976,NA,NA
4559,4559,1997 _ 77,0.481730517,-0.892904794,0.497219519,1.290539414,0.345562344,1.251552195,-1.099080543,-0.307028211,-0.576291914,-0.235955728,0.010071762,0.28116584,-0.501407506,5.30%,17.00%,-0.953888285,-1.0790084,0.688513877,1.043489622,-0.839655007,0.038932251,0.570020829,0.436301948,-0.410435943,0.363936463,-1.354749778
4560,4560,1972 _ 1005634,-1.656865108,-0.638797582,-0.087547692,0.524927385,-0.12676631,-0.392851941,-0.377939786,0.414843383,0.042636973,0.668499106,0.484716408,-0.879342999,-0.718942118,7.90%,13.60%,-0.398607558,-0.805046088,0.001640467,0.320422108,-1.098655277,-0.903206333,-0.049012626,0.252968193,0.026769871,NA,-0.387596738
4561,4561,1969 _ 1002483,-0.418730799,-0.705634714,-1.09394818,-0.114793069,1.127350596,-0.694799416,1.488555714,-0.637127922,0.010286646,0.306741122,0.604721972,-0.563421185,-1.154011343,14.30%,13.80%,0.547426273,0.208614468,-0.76604158,-0.402645406,-1.131030311,-0.346488079,-0.239484459,0.436301948,-0.052722095,NA,0.104388054
4562,4562,2018 _ 12155,-0.137336638,0.304448981,0.670335343,0.720376643,0.838296121,0.287121238,-1.179199993,-0.052121196,-0.684808205,1.591676664,-0.242614608,0.69447214,0.404986713,5.10%,17.60%,-0.99502019,-0.6406687,0.567300922,0.497171945,0.552471449,-0.00389223,0.236695122,0.252968193,0.066515854,0.241767977,-1.095944994
4563,4563,2003 _ 591,0.467660809,0.27387136,-0.027934972,-0.082832597,0.751094514,-0.128834829,-1.323305203,-0.491993748,-0.348114214,-0.051448756,0.680339651,0.056162261,0.368730944,4.60%,15.70%,-0.99502019,-0.229725232,0.190193952,0.063331436,0.64959655,0.124581214,-0.096630584,1.658526979,-0.410435943,-0.911502526,2.673016902
4564,4564,2014 _ 9627,-1.178495034,-0.033822608,0.323975556,0.720376643,-0.387263689,0.639270797,-1.304228272,-0.365866706,-1.720768079,-0.60540947,-0.880346877,1.174148794,0.042429026,4.60%,23.20%,-1.180113766,-0.914631013,0.47302418,0.545376446,0.876221787,-0.560610484,0.665256745,-1.030368089,0.225499787,-0.251792704,-0.219031863
4565,4565,2014 _ 11205,-0.897100873,1.248088386,0.329428848,-1.536129841,0.599238723,-1.502920897,-0.337260279,-1.050402363,-0.288803546,1.510430473,0.435420443,-1.201053078,0.840055938,8.00%,15.40%,-0.522003275,0.427784318,-0.483211353,-0.948963083,1.944597904,-0.474961522,0.379548996,1.475193224,0.26524577,0.735328659,-0.777319942
4566,4566,2003 _ 918,-0.925240289,-0.229212317,0.02961535,0.640957149,0.151517015,0.712655949,-0.865696246,-0.609370683,-0.16136322,-0.727949231,-0.880346877,1.174148794,-0.138849818,6.20%,14.70%,-0.727662803,-0.42149885,0.284470695,0.384694776,-0.4511546,-0.432137041,0.189077164,-1.335924347,-0.171960044,-0.549883809,0.230816332
4567,4567,2016 _ 9272,0.889752051,-2.373949851,-1.084625733,1.688874249,0.918578551,0.183819371,1.171185438,-0.517185114,-3.527963417,1.320236105,-0.809381181,1.174148794,-2.024149793,13.20%,32.90%,-0.768794709,-0.394102619,0.297938801,1.268443959,-0.645404803,0.3815281,-0.049012626,-1.213701844,0.066515854,0.22222102,-1.17081594
4568,4568,2001 _ 1209,0.523939641,-0.367753309,0.213017988,-0.640355974,-0.600677433,-0.191738527,1.28112437,-0.680460297,-2.038415481,-0.036096154,-0.363374553,0.951951158,-0.465151737,13.60%,24.90%,-0.460305416,0.70174663,-0.671764838,-0.579395243,1.750347701,0.210230176,-0.763281997,-0.235921819,-0.171960044,-0.154057916,-1.356736814
4569,4569,1957 _ 1000679,-0.939309997,-0.939252356,-0.278945626,0.318116498,0.161762873,0.051092235,-0.37816211,-0.166690287,0.352353556,0.609742349,-0.262878998,0.643366403,-0.646430581,7.90%,12.00%,-0.234079935,-0.695461163,0.244066376,0.577512779,-1.131030311,-0.517786003,-0.572810165,1.169636966,0.066515854,NA,0.73771102
4570,4570,1990 _ 1010000,0.946030883,0.538761468,0.035266263,0.186586899,-0.875495201,0.492281106,-0.873803727,0.893037684,-0.255334195,-0.822162362,-0.598181329,-0.311486524,0.441242482,6.10%,15.20%,-0.768794709,-0.448895082,0.190193952,0.031195102,0.325846212,0.210230176,-0.810899955,-0.847034334,0.106261837,-0.403281626,1.038542058
4571,4571,2005 _ 1857,-0.671985544,0.916512953,0.21158699,-0.696877432,-0.708453454,-0.560642666,0.531525902,1.50981042,0.42827155,0.454936108,0.227051033,0.917859463,0.622521326,11.00%,11.60%,0.362332697,0.70174663,-0.348530292,-0.691872411,0.746721652,-0.346488079,0.236695122,0.252968193,-0.132214061,-0.232245747,-1.049162224
4572,4572,1973 _ 1009052,0.355103144,0.687391841,0.019566278,-0.62113677,-0.30933652,-0.615416327,-0.204741588,-0.484868917,1.001795774,0.108325386,0.775519364,0.04189768,0.259963638,8.50%,8.50%,0.465162462,0.016840849,-0.483211353,-0.691872411,-0.095029228,-0.089541192,-0.096630584,0.558524451,0.026769871,NA,1.44186616
4573,4573,1971 _ 1011055,0.861612634,0.385164765,-1.076582838,0.1151718,-1.088412898,0.526547662,0.097295372,0.37579963,1.170458157,-0.309255445,-0.880346877,1.174148794,-0.175105587,9.50%,7.50%,0.999877235,-0.147536538,-0.321594079,-0.306236404,-1.066280243,0.081756733,1.379526116,-1.885925611,0.066515854,NA,-0.153977361
4574,4574,2000 _ 1167,-1.108146494,0.647636179,-1.329326588,0.028531116,1.170564339,-1.398900064,-0.656535564,0.079583203,-0.441442673,1.713945822,0.021989411,-1.269175503,0.296219407,6.90%,16.30%,-0.727662803,-0.229725232,0.203662058,0.111535937,0.64959655,-0.560610484,-1.334697494,1.230748218,-0.37068996,-0.750240125,-1.005962193
