,X,Season_playerid,PA,X1B,X2B,HR,R,RBI,BB,IBB,SO,GDP,SB,CS,AVG,BB.,K.,BB.K,OBP,SLG,ISO,BABIP,wRC,WAR,Spd,wRC.,WPA,SAC 
4440,4440,1997 _ 117,-0.095127514,-0.079986731,0.506144025,0.120199603,0.313396659,0.778098237,-0.267392445,1.730691523,0.699973858,0.991729304,-0.801032275,0.935519736,0.259963638,8.20%,10.10%,0.09497531,-0.037951613,0.284470695,0.224013106,-0.386404533,-0.132365673,0.04622329,-0.541478077,-0.291197993,0.016977964,1.162631702
4441,4441,1989 _ 1011481,1.62137687,2.505903496,-0.689217042,-1.237759594,-0.17853273,-0.874858326,-0.550299801,-0.72070504,1.430407322,-0.773460836,1.949868016,-2.192284853,1.383892469,7.30%,6.10%,0.835349613,0.48257678,-0.671764838,-1.414939925,0.973346888,0.510001544,0.665256745,0.680746954,0.106261837,0.026751443,0.66227512
4442,4442,2016 _ 10047,1.044518839,-0.978981449,-0.128835917,0.771686891,0.816900216,0.534534119,0.257597709,-0.875555484,-1.813774067,0.274519763,1.074359129,-0.086066795,-0.646430581,10.10%,23.70%,-0.707096851,-0.284517694,0.324875013,0.673921781,0.196346076,0.510001544,0.28431308,1.230748218,0.106261837,0.183127104,-0.782500918
4443,4443,2014 _ 8347,0.931961175,1.072953416,1.178467964,-1.20791949,0.576347647,-1.769080476,-0.48335065,-0.87346151,0.765385882,1.325090417,1.309709745,-0.313710529,0.912567476,7.50%,9.70%,-0.007854454,0.236010699,-0.281189761,-0.724008745,1.005721922,0.295879138,0.617638787,1.597415727,0.225499787,1.439019135,-0.569096985
4444,4444,1961 _ 1012043,0.073708983,-0.367301552,-0.551674616,1.0463508,-0.074762373,0.742953015,-0.978143167,0.702099139,-0.726416092,-1.74348218,-0.880346877,1.174148794,-0.356384431,5.80%,17.80%,-0.933322332,-0.777649856,0.47302418,0.722126282,-0.4511546,-0.046716711,-0.144248542,-0.969256838,-0.052722095,NA,-1.112799447
4445,4445,2007 _ 7781,-0.601637004,0.54250988,-0.579045605,-0.914066316,0.827007903,-1.619469036,0.348699764,-1.050402363,-1.20774076,1.972510443,0.132723346,-0.857826729,0.296219407,10.40%,20.40%,-0.542569228,0.345595624,-0.348530292,-0.547258909,1.815097768,-0.303663598,0.093841248,1.291859469,-0.171960044,-0.720919689,0.388933353
4446,4446,2003 _ 1101,1.733934534,1.978636725,-0.373633804,-0.598550892,1.096177096,-0.939532297,-1.208574453,0.090805128,0.804855285,1.905409399,1.332804002,-0.392574403,1.275125163,5.00%,9.50%,-0.522003275,0.153822005,-0.011827639,-0.579395243,1.102847024,0.681299468,1.331908158,1.71963823,0.026769871,0.368823202,-1.035423429
4447,4447,2004 _ 1017,1.283703876,1.075981554,1.24430887,-0.718605589,-0.363527995,-0.94999956,-1.557933244,-1.050402363,0.670130606,-0.191922766,-0.335559715,0.354614654,1.130102088,3.80%,10.20%,-0.830492568,-0.311913926,0.297938801,-0.161622901,1.005721922,0.467177063,0.665256745,0.741858206,-0.330943976,-0.090530303,0.552572957
4448,4448,2014 _ 11200,-0.911170581,-0.435465001,1.123156468,0.202175269,1.704545491,-0.320284476,-0.600986236,-1.050402363,-1.017754919,1.285682407,-0.440941031,0.380940472,-0.175105587,7.10%,19.40%,-0.830492568,-0.585876238,0.176725846,0.288285774,0.455346347,-0.432137041,0.236695122,0.558524451,0.503721668,0.525198864,-0.775456499
4449,4449,1970 _ 1008303,0.664636722,-1.370229932,0.672313106,1.411516135,-0.28550956,0.693817788,-0.952496601,-0.139797662,-0.998056579,-1.106083546,-0.807631641,0.95537485,-0.863965193,5.90%,19.30%,-0.974454237,-1.352970712,0.634641453,1.139898624,-1.131030311,0.167405695,-0.191866501,-1.030368089,-0.132214061,NA,-0.948466651
4450,4450,1981 _ 1008304,-3.485927156,1.968668751,0.303716558,-1.314982603,-2.958667508,-0.727434368,0.126729417,2.28848154,1.050066347,0.032222426,-0.747035612,-0.430193462,1.202613626,9.60%,8.20%,0.81478366,0.811331555,-0.725637262,-1.398871758,1.199972125,-1.588398031,-0.572810165,-2.008148114,0.225499787,0.236881238,-0.257198411
4451,4451,1996 _ 1004422,-0.390591383,-0.418297145,0.220614242,0.692909325,-0.138248513,0.543333135,-0.882723719,0.185101018,-0.561085495,0.314038642,-0.715914166,0.679430015,-0.102594049,6.10%,16.90%,-0.85105852,-0.558480007,0.486492286,0.62571728,-0.127404262,-0.175190154,-0.382338333,-0.480366825,-0.211706027,0.393256899,0.332306474
4452,4452,2006 _ 1888,0.847542926,-0.187731071,1.478220931,0.117830004,0.439670178,0.033211429,-0.289900153,-0.157679628,-1.039877273,0.41051142,-0.523910413,0.959671015,0.151196332,8.20%,19.50%,-0.727662803,-0.092744076,0.190193952,0.143672271,0.908596821,0.338703619,-0.525192207,-0.602589328,-0.529673892,-0.862635132,-0.558140264
4453,4453,2003 _ 857,-1.13628591,-0.336384144,-0.67181372,0.034953728,0.873269901,0.08813563,1.284755704,0.764514952,0.399421955,-2.427621528,-0.427446801,1.174148794,-0.501407506,13.60%,11.70%,0.794217707,0.564765474,-0.348530292,-0.193759235,-0.774904939,-0.474961522,-1.382315452,-0.052588064,-0.132214061,-0.193151831,-1.261328554
4454,4454,2002 _ 457,-0.306173134,0.008869599,-0.402747697,0.165839922,-0.915627006,0.835943004,0.637590254,-0.439041207,-0.369216148,-3.175721125,-0.798981036,0.929348295,-0.138849818,11.40%,15.90%,-0.110684218,0.181218237,-0.159976806,-0.129486567,-0.030279161,-0.175190154,-1.525169327,-1.763703108,-0.887387739,-1.331762116,-0.153627359
4455,4455,2012 _ 5677,-1.361401239,-0.300420811,-0.407071543,-0.142864029,-1.672973304,-0.458977961,1.067045155,1.52417465,-1.354769009,-1.63170859,-0.880346877,1.174148794,-0.247617125,12.90%,21.20%,-0.336909699,0.729142861,-0.308125973,-0.258031903,0.973346888,-0.560610484,0.28431308,-1.885925611,0.225499787,-0.926162744,0.887158519
4456,4456,2010 _ 1904,0.186266648,-1.179435722,1.328700531,0.726785683,-0.211372017,1.182917547,-0.391284648,-0.281644704,-2.60924816,0.842768313,-0.880346877,0.94328003,-0.573919043,7.80%,28.00%,-1.015586143,-0.722857394,0.419151755,0.754262616,1.005721922,-0.00389223,-1.001371788,-1.213701844,-0.291197993,-0.667165555,-0.902606905
4457,4457,1989 _ 1109,1.086727963,-1.465025289,0.476886365,-0.012207857,0.604294286,-0.942217051,1.304609238,2.779233548,0.031488259,0.813219124,1.343732669,-0.916930583,-1.045244037,13.70%,13.70%,0.465162462,0.126425774,-0.1465087,0.288285774,-1.098655277,0.295879138,1.998559571,1.291859469,0.384483719,-0.061209867,-0.786899244
4458,4458,1971 _ 1011434,-0.62977642,2.452989782,0.190245343,-0.911443361,-0.808700461,0.709889184,-1.655993455,1.708223081,1.50287379,-2.115529903,-0.371992968,0.154512961,1.528915544,3.40%,5.70%,-0.378041605,-0.037951613,-0.1465087,-0.852554081,0.973346888,-0.474961522,0.998582451,-0.174810568,0.225499787,NA,-1.2947213
4459,4459,1974 _ 1003750,-1.248843575,0.774336571,0.03452823,-0.507423147,-0.584544207,0.140881189,-0.842352088,-0.359194818,0.654203183,-1.335291988,-0.788354308,0.620603805,0.296219407,6.20%,10.30%,-0.357475652,-0.448895082,-0.213849231,-0.386577239,0.131596009,-0.731908409,-0.382338333,-0.419255574,0.106261837,0.163580146,-0.990912947
4460,4460,1975 _ 1009773,0.903821759,-0.011271169,1.193270707,-0.067935363,0.341995041,0.17859716,-1.55737195,-0.517985741,0.53770383,-1.016560092,-0.596910313,0.747769546,0.114940563,3.80%,11.00%,-0.892190426,-1.024215937,0.23059827,0.224013106,-0.289279431,0.081756733,0.141459206,0.436301948,-0.012976112,1.082287158,-0.161292727
4461,4461,2002 _ 359,1.030449131,0.741545988,1.502594899,-0.693913488,-0.417634464,-0.683531897,-0.505693744,0.175339016,0.345436028,0.803809285,-0.321032058,0.122413315,0.803800169,7.40%,12.00%,-0.316343747,0.181218237,-0.07916817,-0.450849907,0.973346888,0.3815281,-0.334720375,-0.358144322,-0.291197993,-0.325093796,0.215936296
4462,4462,1989 _ 1001825,1.044518839,0.420742349,0.495648489,-0.436436241,-0.176540999,0.249417606,-0.806909999,0.173525789,-0.00713276,-1.143220028,-0.391670375,0.964112863,0.332475176,6.40%,13.90%,-0.645398992,-0.394102619,0.001640467,-0.145554734,0.520096415,0.295879138,-0.525192207,0.741858206,0.066515854,0.031638182,-0.185208345
4463,4463,2007 _ 2178,-0.362451967,0.171254543,1.37946739,-0.429245032,-0.083405885,-0.473839262,-0.539008893,-0.845200123,-0.518102019,-1.550574082,-0.55262335,0.927648291,0.332475176,7.30%,16.70%,-0.686530898,-0.092744076,-0.038763852,-0.193759235,1.038096956,-0.218014635,-0.239484459,-0.113699316,-0.171960044,-1.058104709,0.324979061
4464,4464,1953 _ 1007200,1.818352783,2.15406805,0.060645124,-1.484955848,0.067317562,-1.486188071,-0.669033679,NA,1.78123468,0.762292072,-0.492996498,0.202984022,1.130102088,6.80%,4.20%,1.719685585,0.26340693,-0.685232944,-1.318530923,0.681971584,0.424352581,0.189077164,0.069634439,-0.489927909,NA,NA
4465,4465,1994 _ 1005525,-1.952328978,0.581641725,0.443315886,-0.384622259,-1.159924426,-0.320727447,-0.399776036,-0.029266379,-0.271643304,-0.445067388,-0.574565962,-0.665820403,0.404986713,7.80%,15.30%,-0.542569228,0.04423708,-0.052231958,-0.258031903,0.908596821,-0.817557371,-0.95375383,-0.541478077,-0.847641756,-0.54011033,-1.487297554
4466,4466,1999 _ 15,0.411381977,-1.742228153,0.129469043,1.036451028,0.324017189,0.153044739,0.600939403,-0.863086214,-1.627583208,0.692427213,-0.506399271,0.949134072,-1.335290187,11.30%,22.70%,-0.563135181,-0.42149885,0.176725846,0.818535284,-0.936780108,0.038932251,-0.239484459,-0.66370058,-0.609165858,-0.696485992,-1.138099825
4467,4467,1981 _ 1013654,-3.556275696,0.474069405,1.571407871,-0.808813121,-0.880169223,-0.375084424,-1.40071619,-0.711730472,0.073967661,0.341547576,0.742307147,-1.26684186,0.513754019,4.30%,13.50%,-0.933322332,-0.503687544,-0.159976806,-0.418713573,0.876221787,-1.588398031,-0.763281997,0.802969457,-0.052722095,0.466557991,2.078456344
4468,4468,2018 _ 10815,-0.109197222,-1.604222832,1.224003364,0.319585017,0.464220223,0.275063007,-0.021109764,-0.851418373,-0.175428191,0.585992899,-0.0858656,1.174148794,-0.827709425,9.10%,14.80%,-0.336909699,-0.311913926,0.284470695,0.706058115,-0.969155142,0.038932251,-0.001394668,1.230748218,-0.132214061,0.38837016,-0.871659069
4469,4469,1952 _ 1011995,0.073708983,0.152310358,-0.829863386,-0.683520026,-0.766243285,-0.345710271,0.017688888,NA,0.066193553,0.427504864,-0.491613863,0.472414249,-0.3926402,9.20%,13.50%,-0.192948029,-0.257121463,-0.550551883,-0.482986241,-0.030279161,-0.346488079,-0.382338333,0.375190696,-0.171960044,NA,NA
4470,4470,2016 _ 9166,0.17219694,0.198009126,0.786938934,-0.314443351,0.275482844,0.293332714,0.362453452,0.297114626,0.516616674,-1.110893713,-0.419185432,0.942904023,0.404986713,10.40%,11.10%,0.341766744,0.427784318,-0.038763852,-0.209827402,0.131596009,0.124581214,0.427166954,-0.113699316,0.106261837,0.070732097,-0.024373863
4471,4471,1973 _ 1008965,-1.164425326,-1.125416552,-1.798699998,0.940617954,0.250193685,0.525587441,0.800722259,0.316031049,-0.428967208,-1.061269751,-0.789417806,0.900575982,-1.371545956,11.90%,16.20%,-0.069552312,-0.476291313,-0.065700064,0.529308279,-1.778530988,-0.646259446,-0.810899955,-0.602589328,0.106261837,NA,-0.481361118
4472,4472,1981 _ 1000700,-2.388489927,-1.47147686,-0.232916651,0.651034383,-0.277724826,0.91242664,0.160609229,-0.776799377,0.38141678,-1.203933422,-0.55262335,0.188146782,-1.371545956,9.70%,11.80%,0.09497531,-0.668064931,-0.133040594,0.448967444,-2.167031394,-1.16015322,-0.763281997,-0.785923083,0.304991753,-0.432602063,0.091315994
4473,4473,1966 _ 1002404,0.17219694,-1.057672641,-1.963233431,1.205689245,-0.681553766,-0.065417891,0.925012835,-0.280392655,0.124829985,-2.476680499,-0.726626395,0.942904023,-1.407801725,12.40%,13.20%,0.341766744,-0.284517694,-0.065700064,0.529308279,-2.264156495,0.038932251,-0.191866501,-1.580369353,0.424229702,NA,-1.339584871
4474,4474,2005 _ 841,-0.784543209,-0.588934959,-0.194258093,0.38541623,-0.179497669,0.2862694,0.841556224,0.031983078,-0.619774473,0.645832566,-0.793914298,1.174148794,-0.537663275,12.10%,17.20%,-0.151816124,0.153822005,-0.092636276,0.143672271,-0.354029499,-0.38931256,0.189077164,-1.397035598,-0.052722095,-1.160726236,-0.791981753
4475,4475,2007 _ 6265,-1.333261823,-0.322320902,1.578088125,-0.148787876,-1.190678905,0.181532722,-0.026271013,1.7471477,0.08411175,0.038229798,-0.880346877,0.053957159,0.259963638,9.10%,13.40%,-0.192948029,0.099029543,0.203662058,0.127604104,0.196346076,-0.603434965,-0.620428123,-1.274813095,-0.291197993,-0.329980535,0.345718386
4476,4476,2014 _ 4579,-0.460939923,0.676488278,1.145814678,-0.209249641,-1.051585496,-0.148800611,-0.8673007,-0.219495578,-0.68612662,-1.388645985,-0.548591602,0.176016705,0.550009788,6.20%,17.60%,-0.871624473,-0.202329001,0.015108573,-0.225895569,1.232347159,-0.260839116,0.141459206,-1.030368089,0.225499787,-0.403281626,-1.304913227
4477,4477,2012 _ 5222,0.369172852,0.286350373,-0.52421012,-0.065424815,1.82141482,-0.356617129,0.249732557,-0.109347505,-0.999373223,1.06579014,0.47229545,-0.634568272,0.114940563,10.00%,19.30%,-0.522003275,0.236010699,-0.092636276,-0.161622901,0.908596821,0.167405695,-0.144248542,1.047414463,-0.092468078,-0.310433577,-0.492097523
4478,4478,1957 _ 1014357,-1.544307444,-0.367418898,-1.519963779,-0.577454098,-1.320411828,-1.167555167,1.632976287,-0.569928826,0.723045871,0.940165885,-0.784427796,-2.000296707,-0.936476731,14.80%,10.00%,1.472894151,0.646954168,-0.873786429,-0.627599743,-1.03390521,-0.77473289,-1.001371788,-0.480366825,-0.092468078,NA,-1.77798854
4479,4479,1977 _ 1012724,-0.967449413,0.920192124,-0.58272946,-0.987879204,-0.526365573,0.063644826,0.224364298,-1.050402363,-0.107279174,0.603020446,-0.703265496,0.374987689,0.513754019,9.90%,14.40%,-0.172382077,0.509973011,-0.644828626,-1.013235751,1.199972125,-0.517786003,0.855728577,-0.602589328,-0.052722095,-0.271339662,4.534859793
4480,4480,2002 _ 1070,0.538009349,-1.800023141,-0.320864872,0.634155017,0.178924686,0.14759028,0.915197346,-0.496356315,-2.522743913,0.903641795,1.405524723,-0.600654827,-1.371545956,12.30%,27.50%,-0.665964945,-0.174932769,0.068980997,0.706058115,0.066845941,0.167405695,1.236672242,1.414081973,0.066515854,-0.945709702,0.114682301
4481,4481,2017 _ 10762,0.38324256,-0.169131244,0.67872468,0.859490526,0.275265484,-0.580159419,-1.03619379,0.077068131,-1.905685866,0.30607518,-0.580237574,0.496958223,0.187452101,5.60%,24.20%,-1.118415907,-0.585876238,0.715450089,0.754262616,1.264722193,0.253054657,-0.144248542,-0.174810568,0.14600782,-0.227359007,-1.350039648
4482,4482,2017 _ 11737,0.889752051,-0.845674421,0.819816935,0.636211,-0.722466824,0.887698848,-0.863192843,-1.050402363,-1.385350218,0.239342761,-0.596484093,0.106597744,-0.175105587,6.20%,21.40%,-0.99502019,-0.722857394,0.715450089,0.931012453,0.455346347,0.467177063,-0.620428123,0.191856942,0.026769871,0.188013844,-0.766034206
4483,4483,1989 _ 1008690,-0.038848681,-0.118531687,-0.227043648,0.497964741,-0.144718539,0.613004058,-0.427383678,0.922827857,0.27994471,0.80114264,0.301427444,-0.4851,-0.175105587,7.70%,12.40%,-0.316343747,-0.558480007,0.176725846,0.288285774,-0.742529905,-0.132365673,0.236695122,0.314079445,0.384483719,0.789082792,-0.205151336
4484,4484,1973 _ 1001458,1.76207395,1.330430897,-0.38292462,-1.082873515,1.020764056,-0.908136386,0.173257071,1.388314766,-0.284782149,0.918060521,3.663605186,-2.731883935,0.731288632,9.80%,15.40%,-0.295777794,0.48257678,-0.523615671,-0.932894916,1.556097498,0.467177063,-0.191866501,2.08630574,-0.052722095,NA,-0.667205103
4485,4485,1983 _ 1010153,-0.306173134,1.579849515,-0.548317166,-0.135893294,-1.639297546,0.028908776,-1.099392669,0.579894053,0.236962037,-0.284020827,-0.39215183,-0.539454702,0.876311707,5.30%,12.60%,-0.727662803,-0.229725232,-0.025295746,-0.402645406,0.843846753,-0.260839116,0.427166954,-0.847034334,-0.012976112,-0.188265092,-0.153627359
4486,4486,1980 _ 1012979,1.339982709,-1.678880538,-0.601365437,1.53583282,-0.632907511,0.853719688,-0.242614005,-0.372086781,-1.947302619,1.197982984,-0.338686184,0.155610131,-1.371545956,8.30%,24.40%,-0.892190426,-1.188593325,0.459556074,1.15596679,-1.163405345,0.338703619,0.236695122,-0.419255574,-0.012976112,-0.45703576,-0.040098528
4487,4487,1977 _ 1005872,0.495800225,-0.955705619,0.623094286,1.10277603,-0.256371096,1.546988674,-1.417807076,-0.308195204,-2.140019745,-0.796018446,-0.50992154,0.282567697,-0.428895968,4.20%,25.40%,-1.241811624,-1.270782019,0.701981983,1.027421455,0.487721381,0.081756733,-0.668046081,0.008523187,-0.410435943,-0.413055105,0.968744653
4488,4488,2014 _ 11477,0.81940351,0.519712719,0.08689506,-0.849080895,0.647939949,-1.041382606,0.415015819,-0.51314559,-1.275099657,0.767506554,0.621222737,-0.331745188,0.259963638,10.60%,20.80%,-0.542569228,0.427784318,-0.469743246,-0.659736077,1.847472802,0.253054657,0.570020829,1.230748218,0.26524577,0.647367349,-0.758367885
4489,4489,2006 _ 55,0.931961175,-1.130470741,2.821572442,-0.334639724,0.513513977,-0.285206342,0.335364141,0.719006172,0.959294126,-0.109628294,-0.880346877,0.961597462,-0.211361356,10.30%,8.70%,0.855915566,0.153822005,0.095917209,0.191876772,-0.710154871,0.338703619,-0.95375383,-1.152590592,-0.529673892,-0.520563372,-0.569096985
4490,4490,2010 _ 3057,-1.291052699,-1.935306903,0.222344725,1.329386309,-0.392030086,0.377041188,-0.267392445,-0.586886715,-2.404823801,-1.122370913,-0.51021207,0.617347658,-1.407801725,8.20%,26.90%,-0.953888285,-0.832442319,0.419151755,1.123830457,-0.645404803,-0.603434965,-0.191866501,-0.66370058,0.14600782,-0.496129675,-0.722381274
4491,4491,2001 _ 1057,-0.784543209,-0.71730469,-0.658160794,1.026461157,-0.256371096,1.34527359,-0.107376362,-0.617448187,-0.077521383,0.207008344,-0.70748172,0.654059821,-0.573919043,8.80%,14.30%,-0.316343747,-0.448895082,0.405683649,0.738194449,-1.163405345,-0.303663598,-0.287102417,-0.785923083,-0.052722095,-0.051436388,-0.791981753
4492,4492,1955 _ 1007755,-1.051867662,1.329790605,-1.347706238,0.015832137,-1.347769546,0.258614913,-0.835431534,-0.826120598,0.529426515,-1.008709611,-0.790798133,0.096469176,0.477498251,6.30%,11.00%,-0.419173511,-0.257121463,-0.200381125,-0.43478174,0.099220975,-0.603434965,-0.334720375,-1.274813095,-0.450181926,NA,0.265122298
4493,4493,2009 _ 1307,0.411381977,0.035011103,0.932292735,-0.812521662,-0.407681392,-0.588761682,0.190386953,-0.301137766,-0.337261472,-0.636563415,-0.282030707,0.949134072,0.223707869,9.80%,15.70%,-0.295777794,0.290803162,-0.267721655,-0.418713573,0.940971855,0.038932251,-0.049012626,0.619635703,-0.092468078,-0.466809239,1.208158798
4494,4494,2008 _ 3811,0.833473218,2.312687057,-1.323953576,-1.556306592,0.067404428,-1.711274487,0.541036978,-0.871587703,0.942279485,-1.042412509,0.690346214,-1.618280504,1.093846319,11.00%,8.80%,0.999877235,1.112690098,-1.048871808,-1.736303265,1.297097227,0.210230176,0.04622329,0.314079445,-0.489927909,-0.70625947,-0.759910428
4495,4495,1986 _ 1001918,1.128937088,-1.689865395,-0.160701104,1.178106194,-0.098791842,1.429420132,0.105507341,-0.877093727,-2.182230638,0.293228939,0.157604469,-0.283167962,-1.335290187,9.50%,25.70%,-0.830492568,-0.777649856,0.271002588,0.914944286,-0.710154871,0.3815281,-0.001394668,-0.052588064,0.14600782,0.793969532,-0.001875141
4496,4496,1961 _ 1006110,1.649516286,0.630488217,-0.345451231,-1.401158448,0.974672913,-1.57089809,1.045244581,-1.050402363,1.58798372,1.068177991,1.548180176,-0.603123261,0.114940563,12.80%,5.30%,3.385527765,0.838727786,-1.00846749,-1.254258255,-0.19215433,0.595650506,-0.382338333,1.475193224,-0.450181926,NA,0.281106301
4497,4497,2011 _ 243,0.720915554,-0.431667294,1.162402742,-0.036547748,-1.087734257,0.669389052,-0.037138881,0.397640395,0.865712506,0.749994517,-0.591267625,0.52184731,-0.066338281,9.00%,9.20%,0.424030556,-0.120140307,0.122853421,0.175808605,-0.645404803,0.210230176,-0.001394668,-0.724811831,0.14600782,-0.271339662,-0.541327654
4498,4498,1951 _ 1011600,0.003360443,0.84253681,0.737143455,-1.063146532,0.805554853,-0.824336323,-0.964358116,NA,1.858984204,-0.185892412,-0.880346877,0.938294492,0.441242482,5.80%,3.80%,1.534592009,-0.311913926,-0.429338928,-0.707940578,-0.159779296,-0.346488079,-0.001394668,-0.113699316,-0.648911841,NA,NA
4499,4499,2015 _ 5275,-1.291052699,1.294324508,-0.936502415,-0.843881689,-0.721229233,-0.972670034,-0.04163332,-0.818644539,-0.844650019,-0.417670841,-0.787813175,0.895748226,0.658777094,9.00%,18.40%,-0.583701133,0.646954168,-0.483211353,-0.868622248,1.944597904,-0.517786003,0.379548996,-0.419255574,0.225499787,0.080505576,-0.458479457
4500,4500,2007 _ 1624,0.720915554,0.910022468,1.679586764,-0.661885602,-0.380687083,0.121236807,-1.227300884,-0.688391673,0.412312525,0.016156769,-0.880346877,0.956714966,0.985079013,4.90%,11.60%,-0.727662803,-0.092744076,0.068980997,-0.354440905,0.940971855,0.210230176,-0.001394668,-0.969256838,-0.37068996,-0.789334041,0.489223085
4501,4501,2004 _ 1572,-0.897100873,0.987531237,0.015561592,-0.018116388,0.755271776,0.339510185,-0.711777043,-0.17161805,0.192723246,0.619731497,0.874009549,-2.256698355,0.731288632,6.70%,12.80%,-0.522003275,-0.065347844,0.122853421,-0.177691068,0.681971584,-0.432137041,0.522402871,0.497413199,-0.171960044,-0.046549649,0.973850105
4502,4502,1975 _ 1002041,2.310792565,1.74250068,0.658047044,-1.339937502,0.752216299,-1.245290557,-0.533528855,-0.278884803,1.744618898,1.14996483,-0.079435072,0.062000311,1.021334782,7.30%,4.40%,1.801949396,0.26340693,-0.658296732,-1.238190088,0.455346347,0.595650506,0.760492661,0.252968193,-0.25145201,0.183127104,-0.548054486
4503,4503,1953 _ 1000966,0.552079057,-0.603554289,-0.721365426,0.266574568,-0.615433563,0.314040627,0.505506774,NA,-1.042537316,-0.776067446,-0.880346877,0.952644442,-0.936476731,10.90%,19.50%,-0.439739464,-0.339310157,-0.335062186,0.015126935,-0.354029499,-0.089541192,-1.096607704,-1.213701844,-0.728403807,NA,NA
4504,4504,1972 _ 1003088,0.734985262,1.11402496,-0.910682754,0.050190901,-0.131539934,0.031812299,-1.449521075,-0.32748805,0.840018107,0.752519188,0.562839296,0.522844713,0.441242482,4.10%,9.30%,-0.686530898,-0.805046088,0.055512891,-0.145554734,-0.19215433,-0.00389223,1.236672242,1.291859469,0.304991753,NA,0.4857564
4505,4505,2013 _ 6885,0.74905497,-0.127195895,1.147400457,0.1366647,-0.395799541,0.068771266,-0.748207681,-0.509044393,-1.530428518,-0.525258638,0.6326851,-0.126470653,0.114940563,6.60%,22.10%,-0.974454237,-0.42149885,0.217130164,0.207944939,1.199972125,0.210230176,0.665256745,0.619635703,0.185753804,-0.520563372,-0.339622914
4506,4506,1974 _ 1003501,-1.108146494,0.580628652,-0.037849852,-0.863783812,-0.274009359,-0.345970468,0.003907,0.079583203,0.372325768,0.339578568,0.021989411,-0.183253593,0.151196332,9.20%,11.90%,-0.007854454,0.016840849,-0.496679459,-0.659736077,0.325846212,-0.689083928,-0.429956291,0.619635703,0.026769871,-0.232245747,-0.748620078
4507,4507,2000 _ 464,-0.939309997,-0.808243247,0.51012252,-0.118033696,0.632486888,-0.309167134,0.321269198,-0.829474344,-0.166461025,-0.062027813,0.266379183,0.112584011,-0.646430581,10.30%,14.80%,-0.151816124,0.099029543,-0.281189761,-0.049145732,-0.4511546,-0.474961522,0.522402871,0.558524451,-0.450181926,-1.453930602,-0.52013876
4508,4508,1977 _ 1006588,0.875682343,-0.627020557,-0.444840074,0.463937797,0.043018487,-0.14267894,-0.253622499,-0.516382076,-0.77820384,1.138188054,0.04359656,-0.75033706,-0.501407506,8.30%,18.10%,-0.645398992,-0.613272469,0.23059827,0.497171945,-0.289279431,0.210230176,0.379548996,0.741858206,-0.132214061,-0.79422078,0.046272511
4509,4509,1979 _ 1000799,1.663585994,0.816178723,1.174254876,-0.186182163,-0.141701567,0.568250278,-1.438517906,-0.393755196,1.409438264,-0.261070825,-0.55262335,0.385347185,0.803800169,4.20%,6.30%,-0.213513982,-0.531083775,0.190193952,-0.129486567,-0.127404262,0.510001544,1.808087739,-0.480366825,-0.132214061,-0.198038571,1.399829168
4510,4510,1968 _ 1000179,-0.052918389,3.114252719,0.202412333,-1.644559373,-1.188879193,-0.899902994,-1.338238195,0.135515598,1.761423881,0.397801484,0.540153761,-1.200170432,2.000240538,4.50%,4.30%,0.547426273,0.427784318,-0.550551883,-1.527417094,1.49134743,-0.260839116,0.712874703,0.13074569,0.6627056,NA,0.697745893
4511,4511,1951 _ 1010285,-0.517218755,0.040417528,-0.762162579,-0.921823765,-0.055547771,-0.32146423,0.673603554,NA,1.22316623,1.340961199,-0.128612911,-0.333648973,-0.537663275,11.50%,7.30%,1.678553679,0.126425774,-0.860318323,-0.772213246,-0.807279973,-0.560610484,-0.95375383,0.497413199,-0.648911841,NA,NA
4512,4512,1975 _ 1014127,-0.151406346,0.018377678,-0.893644399,-0.163973373,-0.07452837,0.246591941,0.722738946,1.749514494,-0.001482085,0.171367799,0.95623573,0.213172214,-0.356384431,11.70%,13.90%,0.136107216,0.208614468,-0.45627514,-0.386577239,-0.321654465,-0.346488079,-0.049012626,0.619635703,0.066515854,0.114712752,0.499336781
4513,4513,1960 _ 1011055,0.692776138,0.876964551,-0.249128305,-0.390041343,-0.55890523,0.427795306,-1.090320869,-1.050402363,1.173159133,-2.935539303,-0.735363197,0.737945139,0.622521326,5.40%,7.50%,-0.131250171,-0.476291313,0.042044785,-0.225895569,-0.030279161,0.124581214,0.950964493,-0.113699316,-0.052722095,NA,2.563621991
4514,4514,1979 _ 1002494,0.903821759,0.567549105,-0.581540228,-0.243115808,0.4050174,0.17859716,0.12819449,-0.163041326,0.53770383,-0.836681695,0.465976801,-0.318178575,0.151196332,9.60%,11.00%,0.218371027,0.04423708,-0.294657867,-0.418713573,-0.095029228,0.210230176,0.808110619,0.558524451,-0.052722095,0.412803857,0.64705518
4515,4515,1997 _ 1009151,0.538009349,0.718831677,1.526047758,-1.553410797,0.113342043,-1.616313573,0.150614685,-1.050402363,-0.065130052,0.903641795,0.29945782,-1.709907091,0.658777094,9.70%,14.20%,-0.192948029,0.674350399,-0.76604158,-1.206053754,1.588472531,0.081756733,-0.763281997,0.13074569,-0.410435943,-0.447262281,1.797056382
